transaction_id,timestamp,branch,item,category,qty,unit_price,line_total,ticket_total,discount,tax,void,comp,refund,payment_method,staff
T20260117-00008,2026-01-17T10:59:00,MAIN,Latte,beverage,1,18.00,18.00,56.00,0.00,8.40,0,0,0,visa,S004
T20260117-00009,2026-01-17T09:45:00,MAIN,Dessert of Day,other,1,28.00,28.00,28.00,0.00,4.20,0,0,0,visa,S004
T20260117-00010,2026-01-17T16:40:00,MAIN,Chicken Sandwich,food,2,38.00,76.00,114.00,0.00,17.10,0,0,0,visa,S002
T20260117-00010,2026-01-17T16:40:00,MAIN,Latte,beverage,1,18.00,18.00,114.00,0.00,17.10,0,0,0,visa,S002
T20260117-00010,2026-01-17T16:40:00,MAIN,Cappuccino,other,1,20.00,20.00,114.00,0.00,17.10,0,0,0,visa,S002
T20260117-00011,2026-01-17T13:06:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,44.00,0.00,6.60,0,0,0,mada,S002
T20260117-00011,2026-01-17T13:06:00,MAIN,Latte,beverage,1,18.00,18.00,44.00,0.00,6.60,0,0,0,mada,S002
T20260117-00012,2026-01-17T18:18:00,MAIN,Breakfast Set,food,1,45.00,45.00,69.00,0.00,10.35,0,0,0,cash,S001
T20260117-00012,2026-01-17T18:18:00,MAIN,Mocha,beverage,1,24.00,24.00,69.00,0.00,10.35,0,0,0,cash,S001
T20260117-00013,2026-01-17T14:12:00,MAIN,Latte,beverage,2,18.00,36.00,80.00,0.00,12.00,0,0,0,cash,S005
T20260117-00013,2026-01-17T14:12:00,MAIN,Flat White,other,2,22.00,44.00,80.00,0.00,12.00,0,0,0,cash,S005
T20260117-00014,2026-01-17T09:47:00,MAIN,Cappuccino,other,2,20.00,40.00,56.00,0.00,8.40,0,0,1,cash,S001
T20260117-00014,2026-01-17T09:47:00,MAIN,Iced Americano,other,1,16.00,16.00,56.00,0.00,8.40,0,0,1,cash,S001
T20260117-00015,2026-01-17T12:34:00,MAIN,Iced Americano,other,1,16.00,16.00,16.00,0.00,2.40,0,0,0,mastercard,S005
T20260117-00016,2026-01-17T19:21:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,81.00,0.00,12.15,0,0,0,visa,S003
T20260117-00016,2026-01-17T19:21:00,MAIN,Mocha,beverage,1,24.00,24.00,81.00,0.00,12.15,0,0,0,visa,S003
T20260117-00016,2026-01-17T19:21:00,MAIN,Bottled Water,other,1,5.00,5.00,81.00,0.00,12.15,0,0,0,visa,S003
T20260117-00016,2026-01-17T19:21:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,81.00,0.00,12.15,0,0,0,visa,S003
T20260117-00017,2026-01-17T20:59:00,MAIN,Croissant,other,1,14.00,14.00,59.00,0.00,8.85,0,0,0,mastercard,S002
T20260117-00017,2026-01-17T20:59:00,MAIN,Breakfast Set,food,1,45.00,45.00,59.00,0.00,8.85,0,0,0,mastercard,S002
T20260117-00018,2026-01-17T11:23:00,MAIN,Matcha Latte,beverage,3,26.00,78.00,78.00,0.00,11.70,0,0,0,mada,S001
T20260117-00019,2026-01-17T17:31:00,MAIN,Cappuccino,other,1,20.00,20.00,38.00,0.00,5.70,0,0,0,visa,S003
T20260117-00019,2026-01-17T17:31:00,MAIN,Latte,beverage,1,18.00,18.00,38.00,0.00,5.70,0,0,0,visa,S003
T20260117-00020,2026-01-17T13:15:00,MAIN,Flat White,other,2,22.00,44.00,44.00,0.00,6.60,0,0,0,cash,S003
T20260117-00021,2026-01-17T15:09:00,MAIN,Dessert of Day,other,1,28.00,28.00,44.00,0.00,6.60,0,0,0,visa,S003
T20260117-00021,2026-01-17T15:09:00,MAIN,Iced Americano,other,1,16.00,16.00,44.00,0.00,6.60,0,0,0,visa,S003
T20260117-00022,2026-01-17T11:45:00,MAIN,Croissant,other,1,14.00,14.00,30.00,0.00,4.50,0,0,0,mada,S001
T20260117-00022,2026-01-17T11:45:00,MAIN,Iced Americano,other,1,16.00,16.00,30.00,0.00,4.50,0,0,0,mada,S001
T20260117-00023,2026-01-17T10:26:00,MAIN,Mocha,beverage,2,24.00,48.00,66.00,0.00,9.90,0,0,0,visa,S003
T20260117-00023,2026-01-17T10:26:00,MAIN,Latte,beverage,1,18.00,18.00,66.00,0.00,9.90,0,0,0,visa,S003
T20260117-00024,2026-01-17T20:34:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,64.00,0.00,9.60,0,0,0,mada,S003
T20260117-00024,2026-01-17T20:34:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,64.00,0.00,9.60,0,0,0,mada,S003
T20260117-00025,2026-01-17T20:22:00,MAIN,Mocha,beverage,1,24.00,24.00,48.00,0.00,7.20,0,0,0,mastercard,S002
T20260117-00025,2026-01-17T20:22:00,MAIN,Mocha,beverage,1,24.00,24.00,48.00,0.00,7.20,0,0,0,mastercard,S002
T20260117-00026,2026-01-17T12:51:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,38.00,0.00,5.70,0,0,0,visa,S002
T20260117-00027,2026-01-17T09:50:00,MAIN,Latte,beverage,1,18.00,18.00,72.00,0.00,10.80,0,0,0,mastercard,S001
T20260117-00027,2026-01-17T09:50:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,72.00,0.00,10.80,0,0,0,mastercard,S001
T20260117-00027,2026-01-17T09:50:00,MAIN,Iced Americano,other,1,16.00,16.00,72.00,0.00,10.80,0,0,0,mastercard,S001
T20260117-00028,2026-01-17T15:48:00,MAIN,Croissant,other,1,14.00,14.00,30.00,0.00,4.50,0,0,0,visa,S001
T20260117-00028,2026-01-17T15:48:00,MAIN,Iced Americano,other,1,16.00,16.00,30.00,0.00,4.50,0,0,0,visa,S001
T20260117-00029,2026-01-17T14:39:00,MAIN,Latte,beverage,2,18.00,36.00,64.00,0.00,9.60,0,0,0,mastercard,S002
T20260117-00029,2026-01-17T14:39:00,MAIN,Croissant,other,2,14.00,28.00,64.00,0.00,9.60,0,0,0,mastercard,S002
T20260117-00030,2026-01-17T17:49:00,MAIN,Latte,beverage,1,18.00,18.00,18.00,0.00,2.70,0,0,0,apple_pay,S002
T20260117-00031,2026-01-17T16:58:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,38.00,0.00,5.70,0,0,0,apple_pay,S002
T20260117-00032,2026-01-17T19:23:00,MAIN,Latte,beverage,1,18.00,18.00,82.00,0.00,12.30,0,0,0,mastercard,S005
T20260117-00032,2026-01-17T19:23:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,82.00,0.00,12.30,0,0,0,mastercard,S005
T20260117-00032,2026-01-17T19:23:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,82.00,0.00,12.30,0,0,0,mastercard,S005
T20260117-00033,2026-01-17T20:28:00,MAIN,Bottled Water,other,1,5.00,5.00,31.00,0.00,4.65,0,0,0,mastercard,S004
T20260117-00033,2026-01-17T20:28:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,31.00,0.00,4.65,0,0,0,mastercard,S004
T20260117-00034,2026-01-17T11:11:00,MAIN,Mocha,beverage,1,24.00,24.00,94.00,0.00,14.10,0,0,0,visa,S003
T20260117-00034,2026-01-17T11:11:00,MAIN,Croissant,other,1,14.00,14.00,94.00,0.00,14.10,0,0,0,visa,S003
T20260117-00034,2026-01-17T11:11:00,MAIN,Dessert of Day,other,2,28.00,56.00,94.00,0.00,14.10,0,0,0,visa,S003
T20260117-00035,2026-01-17T17:48:00,MAIN,Croissant,other,1,14.00,14.00,42.00,0.00,6.30,0,0,0,mada,S004
T20260117-00035,2026-01-17T17:48:00,MAIN,Dessert of Day,other,1,28.00,28.00,42.00,0.00,6.30,0,0,0,mada,S004
T20260117-00036,2026-01-17T13:06:00,MAIN,Cappuccino,other,2,20.00,40.00,58.00,0.00,8.70,0,0,0,mastercard,S005
T20260117-00036,2026-01-17T13:06:00,MAIN,Latte,beverage,1,18.00,18.00,58.00,0.00,8.70,0,0,0,mastercard,S005
T20260117-00037,2026-01-17T11:29:00,MAIN,Mocha,beverage,1,24.00,24.00,29.00,0.00,4.35,0,0,0,apple_pay,S005
T20260117-00037,2026-01-17T11:29:00,MAIN,Bottled Water,other,1,5.00,5.00,29.00,0.00,4.35,0,0,0,apple_pay,S005
T20260117-00038,2026-01-17T12:46:00,MAIN,Mocha,beverage,2,24.00,48.00,48.00,0.00,7.20,0,0,0,mada,S005
T20260117-00039,2026-01-17T19:42:00,MAIN,Cappuccino,other,1,20.00,20.00,56.00,0.00,8.40,0,0,0,mastercard,S005
T20260117-00039,2026-01-17T19:42:00,MAIN,Latte,beverage,2,18.00,36.00,56.00,0.00,8.40,0,0,0,mastercard,S005
T20260117-00040,2026-01-17T19:41:00,MAIN,Cappuccino,other,1,20.00,20.00,20.00,0.00,3.00,0,0,0,cash,S001
T20260117-00041,2026-01-17T19:02:00,MAIN,Dessert of Day,other,1,28.00,28.00,42.00,0.00,6.30,0,0,0,apple_pay,S002
T20260117-00041,2026-01-17T19:02:00,MAIN,Croissant,other,1,14.00,14.00,42.00,0.00,6.30,0,0,0,apple_pay,S002
T20260117-00042,2026-01-17T11:38:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,100.00,0.00,15.00,0,0,0,mada,S003
T20260117-00042,2026-01-17T11:38:00,MAIN,Cappuccino,other,1,20.00,20.00,100.00,0.00,15.00,0,0,0,mada,S003
T20260117-00042,2026-01-17T11:38:00,MAIN,Iced Americano,other,2,16.00,32.00,100.00,0.00,15.00,0,0,0,mada,S003
T20260117-00042,2026-01-17T11:38:00,MAIN,Bottled Water,other,2,5.00,10.00,100.00,0.00,15.00,0,0,0,mada,S003
T20260117-00043,2026-01-17T17:34:00,MAIN,Cappuccino,other,1,20.00,20.00,65.00,0.00,9.75,0,0,0,visa,S002
T20260117-00043,2026-01-17T17:34:00,MAIN,Breakfast Set,food,1,45.00,45.00,65.00,0.00,9.75,0,0,0,visa,S002
T20260117-00044,2026-01-17T14:29:00,MAIN,Iced Americano,other,1,16.00,16.00,64.00,0.00,9.60,0,0,0,visa,S002
T20260117-00044,2026-01-17T14:29:00,MAIN,Mocha,beverage,2,24.00,48.00,64.00,0.00,9.60,0,0,0,visa,S002
T20260117-00045,2026-01-17T14:14:00,MAIN,Iced Americano,other,3,16.00,48.00,66.00,0.00,9.90,0,0,0,mada,S004
T20260117-00045,2026-01-17T14:14:00,MAIN,Latte,beverage,1,18.00,18.00,66.00,0.00,9.90,0,0,0,mada,S004
T20260117-00046,2026-01-17T10:45:00,MAIN,Cappuccino,other,2,20.00,40.00,40.00,0.00,6.00,0,0,0,apple_pay,S001
T20260117-00047,2026-01-17T13:58:00,MAIN,Dessert of Day,other,1,28.00,28.00,99.00,0.00,14.85,0,0,0,mada,S001
T20260117-00047,2026-01-17T13:58:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,99.00,0.00,14.85,0,0,0,mada,S001
T20260117-00047,2026-01-17T13:58:00,MAIN,Breakfast Set,food,1,45.00,45.00,99.00,0.00,14.85,0,0,0,mada,S001
T20260117-00048,2026-01-17T19:45:00,MAIN,Matcha Latte,beverage,2,26.00,52.00,70.00,0.00,10.50,0,0,0,mastercard,S002
T20260117-00048,2026-01-17T19:45:00,MAIN,Latte,beverage,1,18.00,18.00,70.00,0.00,10.50,0,0,0,mastercard,S002
T20260117-00049,2026-01-17T14:25:00,MAIN,Cappuccino,other,1,20.00,20.00,58.00,0.00,8.70,0,0,0,mada,S001
T20260117-00049,2026-01-17T14:25:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,58.00,0.00,8.70,0,0,0,mada,S001
T20260117-00050,2026-01-17T19:55:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,26.00,0.00,3.90,0,0,0,apple_pay,S003
T20260117-00051,2026-01-17T20:10:00,MAIN,Dessert of Day,other,1,28.00,28.00,94.00,0.00,14.10,0,0,0,cash,S005
T20260117-00051,2026-01-17T20:10:00,MAIN,Iced Americano,other,3,16.00,48.00,94.00,0.00,14.10,0,0,0,cash,S005
T20260117-00051,2026-01-17T20:10:00,MAIN,Latte,beverage,1,18.00,18.00,94.00,0.00,14.10,0,0,0,cash,S005
T20260117-00052,2026-01-17T11:12:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,66.00,0.00,9.90,0,0,0,cash,S002
T20260117-00052,2026-01-17T11:12:00,MAIN,Dessert of Day,other,1,28.00,28.00,66.00,0.00,9.90,0,0,0,cash,S002
T20260117-00053,2026-01-17T18:28:00,MAIN,Iced Americano,other,1,16.00,16.00,137.00,0.00,20.55,0,0,0,visa,S003
T20260117-00053,2026-01-17T18:28:00,MAIN,Dessert of Day,other,1,28.00,28.00,137.00,0.00,20.55,0,0,0,visa,S003
T20260117-00053,2026-01-17T18:28:00,MAIN,Mocha,beverage,2,24.00,48.00,137.00,0.00,20.55,0,0,0,visa,S003
T20260117-00053,2026-01-17T18:28:00,MAIN,Breakfast Set,food,1,45.00,45.00,137.00,0.00,20.55,0,0,0,visa,S003
T20260117-00054,2026-01-17T21:31:00,MAIN,Breakfast Set,food,1,45.00,45.00,135.00,0.00,20.25,0,0,0,visa,S001
T20260117-00054,2026-01-17T21:31:00,MAIN,Breakfast Set,food,2,45.00,90.00,135.00,0.00,20.25,0,0,0,visa,S001
T20260117-00055,2026-01-17T12:00:00,MAIN,Flat White,other,1,22.00,22.00,22.00,0.00,3.30,0,0,0,mastercard,S001
T20260117-00056,2026-01-17T17:26:00,MAIN,Mocha,beverage,1,24.00,24.00,42.00,0.00,6.30,0,0,0,apple_pay,S004
T20260117-00056,2026-01-17T17:26:00,MAIN,Latte,beverage,1,18.00,18.00,42.00,0.00,6.30,0,0,0,apple_pay,S004
T20260117-00057,2026-01-17T17:15:00,MAIN,Cappuccino,other,2,20.00,40.00,94.00,0.00,14.10,0,0,0,cash,S002
T20260117-00057,2026-01-17T17:15:00,MAIN,Flat White,other,1,22.00,22.00,94.00,0.00,14.10,0,0,0,cash,S002
T20260117-00057,2026-01-17T17:15:00,MAIN,Iced Americano,other,2,16.00,32.00,94.00,0.00,14.10,0,0,0,cash,S002
T20260117-00058,2026-01-17T09:32:00,MAIN,Dessert of Day,other,1,28.00,28.00,77.00,0.00,11.55,0,0,0,apple_pay,S003
T20260117-00058,2026-01-17T09:32:00,MAIN,Bottled Water,other,1,5.00,5.00,77.00,0.00,11.55,0,0,0,apple_pay,S003
T20260117-00058,2026-01-17T09:32:00,MAIN,Iced Americano,other,1,16.00,16.00,77.00,0.00,11.55,0,0,0,apple_pay,S003
T20260117-00058,2026-01-17T09:32:00,MAIN,Dessert of Day,other,1,28.00,28.00,77.00,0.00,11.55,0,0,0,apple_pay,S003
T20260117-00059,2026-01-17T10:33:00,MAIN,Flat White,other,1,22.00,22.00,22.00,0.00,3.30,0,0,0,mastercard,S002
T20260117-00060,2026-01-17T07:59:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,64.00,0.00,9.60,0,0,0,mastercard,S005
T20260117-00060,2026-01-17T07:59:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,64.00,0.00,9.60,0,0,0,mastercard,S005
T20260117-00061,2026-01-17T19:43:00,MAIN,Dessert of Day,other,1,28.00,28.00,33.00,0.00,4.95,0,0,0,mastercard,S001
T20260117-00061,2026-01-17T19:43:00,MAIN,Bottled Water,other,1,5.00,5.00,33.00,0.00,4.95,0,0,0,mastercard,S001
T20260117-00062,2026-01-17T10:33:00,MAIN,Cappuccino,other,1,20.00,20.00,20.00,0.00,3.00,0,0,0,mada,S002
T20260117-00063,2026-01-17T17:43:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,54.00,0.00,8.10,0,0,0,mada,S001
T20260117-00063,2026-01-17T17:43:00,MAIN,Dessert of Day,other,1,28.00,28.00,54.00,0.00,8.10,0,0,0,mada,S001
T20260117-00064,2026-01-17T12:30:00,MAIN,Latte,beverage,1,18.00,18.00,84.00,0.00,12.60,0,0,0,mastercard,S004
T20260117-00064,2026-01-17T12:30:00,MAIN,Bottled Water,other,2,5.00,10.00,84.00,0.00,12.60,0,0,0,mastercard,S004
T20260117-00064,2026-01-17T12:30:00,MAIN,Dessert of Day,other,2,28.00,56.00,84.00,0.00,12.60,0,0,0,mastercard,S004
T20260117-00065,2026-01-17T18:31:00,MAIN,Croissant,other,1,14.00,14.00,66.00,0.00,9.90,0,0,0,mastercard,S001
T20260117-00065,2026-01-17T18:31:00,MAIN,Croissant,other,1,14.00,14.00,66.00,0.00,9.90,0,0,0,mastercard,S001
T20260117-00065,2026-01-17T18:31:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,66.00,0.00,9.90,0,0,0,mastercard,S001
T20260117-00066,2026-01-17T10:08:00,MAIN,Dessert of Day,other,1,28.00,28.00,28.00,0.00,4.20,0,0,0,apple_pay,S003
T20260117-00067,2026-01-17T09:23:00,MAIN,Iced Americano,other,1,16.00,16.00,16.00,0.00,2.40,0,0,0,visa,S004
T20260117-00068,2026-01-17T14:40:00,MAIN,Flat White,other,1,22.00,22.00,48.00,0.00,7.20,0,0,0,apple_pay,S001
T20260117-00068,2026-01-17T14:40:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,48.00,0.00,7.20,0,0,0,apple_pay,S001
T20260117-00069,2026-01-17T21:18:00,MAIN,Latte,beverage,1,18.00,18.00,40.00,0.00,6.00,0,0,0,mada,S001
T20260117-00069,2026-01-17T21:18:00,MAIN,Flat White,other,1,22.00,22.00,40.00,0.00,6.00,0,0,0,mada,S001
T20260117-00070,2026-01-17T10:48:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,38.00,0.00,5.70,0,0,0,mada,S005
T20260117-00071,2026-01-17T17:53:00,MAIN,Iced Americano,other,1,16.00,16.00,54.00,0.00,8.10,0,0,0,mada,S002
T20260117-00071,2026-01-17T17:53:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,54.00,0.00,8.10,0,0,0,mada,S002
T20260118-00072,2026-01-18T14:15:00,MAIN,Bottled Water,other,1,5.00,5.00,64.00,0.00,9.60,0,0,0,cash,S003
T20260118-00072,2026-01-18T14:15:00,MAIN,Bottled Water,other,1,5.00,5.00,64.00,0.00,9.60,0,0,0,cash,S003
T20260118-00072,2026-01-18T14:15:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,64.00,0.00,9.60,0,0,0,cash,S003
T20260118-00072,2026-01-18T14:15:00,MAIN,Dessert of Day,other,1,28.00,28.00,64.00,0.00,9.60,0,0,0,cash,S003
T20260118-00073,2026-01-18T13:13:00,MAIN,Breakfast Set,food,1,45.00,45.00,65.00,0.00,9.75,0,0,0,mada,S004
T20260118-00073,2026-01-18T13:13:00,MAIN,Cappuccino,other,1,20.00,20.00,65.00,0.00,9.75,0,0,0,mada,S004
T20260118-00074,2026-01-18T20:36:00,MAIN,Flat White,other,3,22.00,66.00,94.00,0.00,14.10,0,0,0,visa,S003
T20260118-00074,2026-01-18T20:36:00,MAIN,Dessert of Day,other,1,28.00,28.00,94.00,0.00,14.10,0,0,0,visa,S003
T20260118-00075,2026-01-18T12:14:00,MAIN,Latte,beverage,1,18.00,18.00,18.00,0.00,2.70,0,0,0,visa,S005
T20260118-00076,2026-01-18T17:59:00,MAIN,Breakfast Set,food,1,45.00,45.00,50.00,0.00,7.50,0,0,0,mada,S002
T20260118-00076,2026-01-18T17:59:00,MAIN,Bottled Water,other,1,5.00,5.00,50.00,0.00,7.50,0,0,0,mada,S002
T20260118-00077,2026-01-18T16:02:00,MAIN,Latte,beverage,1,18.00,18.00,18.00,0.00,2.70,0,0,0,mastercard,S003
T20260118-00078,2026-01-18T21:55:00,MAIN,Dessert of Day,other,1,28.00,28.00,44.00,0.00,6.60,0,0,0,visa,S001
T20260118-00078,2026-01-18T21:55:00,MAIN,Iced Americano,other,1,16.00,16.00,44.00,0.00,6.60,0,0,0,visa,S001
T20260118-00079,2026-01-18T12:02:00,MAIN,Bottled Water,other,1,5.00,5.00,29.00,0.00,4.35,0,0,0,cash,S002
T20260118-00079,2026-01-18T12:02:00,MAIN,Mocha,beverage,1,24.00,24.00,29.00,0.00,4.35,0,0,0,cash,S002
T20260118-00080,2026-01-18T13:03:00,MAIN,Iced Americano,other,1,16.00,16.00,34.00,0.00,5.10,0,0,0,visa,S004
T20260118-00080,2026-01-18T13:03:00,MAIN,Latte,beverage,1,18.00,18.00,34.00,0.00,5.10,0,0,0,visa,S004
T20260118-00081,2026-01-18T12:39:00,MAIN,Dessert of Day,other,1,28.00,28.00,46.00,0.00,6.90,0,0,0,mada,S005
T20260118-00081,2026-01-18T12:39:00,MAIN,Latte,beverage,1,18.00,18.00,46.00,0.00,6.90,0,0,0,mada,S005
T20260118-00082,2026-01-18T09:17:00,MAIN,Latte,beverage,1,18.00,18.00,18.00,0.00,2.70,0,0,0,mastercard,S001
T20260118-00083,2026-01-18T20:22:00,MAIN,Breakfast Set,food,1,45.00,45.00,133.00,0.00,19.95,0,0,0,mastercard,S005
T20260118-00083,2026-01-18T20:22:00,MAIN,Dessert of Day,other,1,28.00,28.00,133.00,0.00,19.95,0,0,0,mastercard,S005
T20260118-00083,2026-01-18T20:22:00,MAIN,Cappuccino,other,3,20.00,60.00,133.00,0.00,19.95,0,0,0,mastercard,S005
T20260118-00084,2026-01-18T13:43:00,MAIN,Mocha,beverage,1,24.00,24.00,24.00,0.00,3.60,0,0,0,apple_pay,S005
T20260118-00085,2026-01-18T14:29:00,MAIN,Breakfast Set,food,1,45.00,45.00,83.00,0.00,12.45,0,0,0,mada,S001
T20260118-00085,2026-01-18T14:29:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,83.00,0.00,12.45,0,0,0,mada,S001
T20260118-00086,2026-01-18T13:07:00,MAIN,Bottled Water,other,2,5.00,10.00,36.00,0.00,5.40,0,0,0,visa,S004
T20260118-00086,2026-01-18T13:07:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,36.00,0.00,5.40,0,0,0,visa,S004
T20260118-00087,2026-01-18T17:47:00,MAIN,Croissant,other,1,14.00,14.00,19.00,0.00,2.85,0,0,0,apple_pay,S005
T20260118-00087,2026-01-18T17:47:00,MAIN,Bottled Water,other,1,5.00,5.00,19.00,0.00,2.85,0,0,0,apple_pay,S005
T20260118-00088,2026-01-18T20:11:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,38.00,0.00,5.70,0,0,0,mada,S005
T20260118-00089,2026-01-18T12:54:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,26.00,0.00,3.90,0,0,0,cash,S005
T20260118-00090,2026-01-18T18:08:00,MAIN,Dessert of Day,other,1,28.00,28.00,28.00,0.00,4.20,0,0,0,apple_pay,S005
T20260118-00091,2026-01-18T09:36:00,MAIN,Mocha,beverage,1,24.00,24.00,94.00,0.00,14.10,0,0,0,visa,S001
T20260118-00091,2026-01-18T09:36:00,MAIN,Iced Americano,other,2,16.00,32.00,94.00,0.00,14.10,0,0,0,visa,S001
T20260118-00091,2026-01-18T09:36:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,94.00,0.00,14.10,0,0,0,visa,S001
T20260118-00092,2026-01-18T09:39:00,MAIN,Dessert of Day,other,1,28.00,28.00,48.00,0.00,7.20,0,0,0,visa,S003
T20260118-00092,2026-01-18T09:39:00,MAIN,Cappuccino,other,1,20.00,20.00,48.00,0.00,7.20,0,0,0,visa,S003
T20260118-00093,2026-01-18T18:09:00,MAIN,Bottled Water,other,3,5.00,15.00,105.00,0.00,15.75,0,0,0,mada,S001
T20260118-00093,2026-01-18T18:09:00,MAIN,Breakfast Set,food,1,45.00,45.00,105.00,0.00,15.75,0,0,0,mada,S001
T20260118-00093,2026-01-18T18:09:00,MAIN,Breakfast Set,food,1,45.00,45.00,105.00,0.00,15.75,0,0,0,mada,S001
T20260118-00094,2026-01-18T17:57:00,MAIN,Dessert of Day,other,1,28.00,28.00,28.00,0.00,4.20,0,0,0,visa,S003
T20260118-00095,2026-01-18T18:51:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,83.00,0.00,12.45,0,0,0,cash,S002
T20260118-00095,2026-01-18T18:51:00,MAIN,Breakfast Set,food,1,45.00,45.00,83.00,0.00,12.45,0,0,0,cash,S002
T20260118-00096,2026-01-18T17:47:00,MAIN,Matcha Latte,beverage,1,26.00,26.00,93.00,0.00,13.95,0,0,0,visa,S005
T20260118-00096,2026-01-18T17:47:00,MAIN,Chicken Sandwich,food,1,38.00,38.00,93.00,0.00,13.95,0,0,0,visa,S005
T20260118-00096,2026-01-18T17:47:00,MAIN,Bottled Water,other,1,5.00,5.00,93.00,0.00,13.95,0,0,0,visa,S005
T20260118-00096,2026-01-18T17:47:00,MAIN,Mocha,beverage,1,24.00,24.00,93.00,0.00,13.95,0,0,0,visa,S005
T20260118-00097,2026-01-18T15:47:00,MAIN,Latte,beverage,1,18.00,18.00,34.00,0.00,5.10,0,0,0,apple_pay,S002
T20260118-00097,2026-01-18T15:47:00,MAIN,Iced Americano,other,1,16.00,16.00,34.00,0.00,5.10,0,0,0,apple_pay,S002
T20260118-00098,2026-01-18T19:37:00,MAIN,Bottled Water,other,1,5.00,5.00,88.00,0.00,13.20,1,0,0,apple_pay,S005
T20260118-00098,2026-01-18T19:37:00,MAIN,Cappuccino,other,1,20.00,20.00,88.00,0.00,13.20,1,0,0,apple_pay,S005
